url,name,hybridizer,year,scape_height,bloom_size,bloom_season,ploidy,foliage_type,bloom_habit,bud_count,branches,seedling_num,color_description,parentage,image_url,fragrance,form,awards,sculpting,notes,rebloom,Region,primary_hybridizer,City,State,Country,parents
https://daylilydatabase.org/detail.php?id=198276&name=Details Matter,Details Matter,Rice-JA,2023.0,38.0,5.5,Midseason,Diploid,Dormant,Diurnal,,,R94,Dark violet purple with white midribs.,(Dream Sequence × Velvet Handcuffs),https://daylilydatabase.org/AHSPhoto/D/Details_Matter_1675788004.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Velvet Handcuffs,Dream Sequence"
https://daylilydatabase.org/detail.php?id=188457&name=Space-time Continuum,Space-time Continuum,Rice-JA,2019.0,32.0,5.5,Midseason-Late,Diploid,Semi-Evergreen,Extended,,,26124,Lavender purple with deep green throat blending to creamy chartreuse watermark and violet pink halo.,(Dream Sequence × Blue Dolphin),https://daylilydatabase.org/AHSPhoto/S/SpacetimeContinuum_1550022446.JPG,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Dream Sequence,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=165764&name=Derby Day,Derby Day,Rice-JA,2011.0,22.0,5.0,Midseason-Late,Tetraploid,Semi-Evergreen,Diurnal,,,T-15,rich burgundy purple with strongly ruffled bright yellow edge,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/D/DERBY DAY.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=194823&name=David Chamberlain,David Chamberlain,Rice-JA,2021.0,38.0,6.5,Early-Midseason,Diploid,Semi-Evergreen,Diurnal,,,AJ6,Rich purple.,(Isabelle Rose × Persuade Me),https://daylilydatabase.org/AHSPhoto/D/David_Chamberlain_1636330496.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Isabelle Rose,Persuade Me"
https://daylilydatabase.org/detail.php?id=169644&name=Pink Smile,Pink Smile,Rice-JA,2012.0,34.0,6.0,Midseason,Tetraploid,Dormant,Diurnal,,,09-04,light cotton candy pink with frilly gold edge,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/P/PINK SMILE.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=173427&name=Romance Is in the Air,Romance Is in the Air,Rice-JA,2013.0,32.0,6.0,Midseason-Late,Diploid,Dormant,Diurnal,,,13-17,clear lavender with large glowing lime green throat on petals and sepals,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/R/ROMANCE IS IN THE AIR.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=165769&name=Clear Conscience,Clear Conscience,Rice-JA,2011.0,27.0,6.5,Early-Midseason,Tetraploid,Semi-Evergreen,Diurnal,,,09-70,light opalescent cream and pale lavender,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/C/CLEAR CONSCIENCE.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=186124&name=Rich Woman,Rich Woman,Rice-JA,2018.0,30.0,6.5,Midseason,Diploid,Dormant,Extended,,,15-146,"Rich pink bitone, green throat, cream pink watermark, early morning opener.",(Dream Sequence × Rose F. Kennedy),https://daylilydatabase.org/AHSPhoto/R/RichWoman_1518452827.JPG,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,"Rose F. Kennedy,Dream Sequence"
https://daylilydatabase.org/detail.php?id=194830&name=Ridgewood,Ridgewood,Rice-JA,2021.0,42.0,6.5,Midseason,Diploid,Semi-Evergreen,Diurnal,,,AJ40,Violet pink.,(Romance Is in the Air × Namaste),https://daylilydatabase.org/AHSPhoto/R/Ridgewood_1636330964.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Romance Is in the Air,Namaste"
https://daylilydatabase.org/detail.php?id=165770&name=Close to My Heart,Close to My Heart,Rice-JA,2011.0,35.0,5.5,Midseason-Late,Tetraploid,Semi-Evergreen,Diurnal,,,Rasp Beret sdlg,bright medium raspberry red with darker red eye and ruffled edge,(Raspberry Beret × unknown),https://daylilydatabase.org/AHSPhoto/C/CLOSE TO MY HEART.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,Raspberry Beret
https://daylilydatabase.org/detail.php?id=198275&name=Clyde the Cockatoo,Clyde the Cockatoo,Rice-JA,2023.0,48.0,7.0,Midseason,Diploid,Semi-Evergreen,Diurnal,,,R43,Light shell pink blushed lavender.,(Delicate Kiss × Dream Sequence),https://daylilydatabase.org/AHSPhoto/C/Clyde_the_Cockatoo_1675787972.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Dream Sequence,Delicate Kiss"
https://daylilydatabase.org/detail.php?id=188447&name=Cosmic Disclosure,Cosmic Disclosure,Rice-JA,2019.0,42.0,7.5,Midseason,Diploid,Semi-Evergreen,Extended,,,24113,Dark purple with green throat blending to chartreuse watermark.,(Blue Dolphin × Starring Attraction),https://daylilydatabase.org/AHSPhoto/C/CosmicDisclosure_1550006501.JPG,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Starring Attraction,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=173429&name=Perfectly Precise,Perfectly Precise,Rice-JA,2013.0,28.0,5.0,Midseason,Tetraploid,Dormant,Diurnal,,,12-30,dark burgundy purple with a precise platinum glitter toothy edge and a darker purple halo,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/P/PERFECTLY PRECISE.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=194822&name=Brent Graham,Brent Graham,Rice-JA,2021.0,34.0,6.0,Early-Midseason,Diploid,Semi-Evergreen,Diurnal,,,AJ39,Violet purple with white midribs.,(Blue Dolphin × sdlg),https://daylilydatabase.org/AHSPhoto/B/Brent_Graham_1636330432.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,Blue Dolphin
https://daylilydatabase.org/detail.php?id=198280&name=Saddle River,Saddle River,Rice-JA,2023.0,36.0,9.0,Early-Midseason,Diploid,Semi-Evergreen,Diurnal,,,R55,Lavender bitone with large green to yellow throat.,(Purple Eclipse × (Blue Dolphin x Dream Sequence)),https://daylilydatabase.org/AHSPhoto/S/Saddle_River_1675788131.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Purple Eclipse,Dream Sequence,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=173428&name=Canadian Victoria Day,Canadian Victoria Day,Rice-JA,2013.0,30.0,6.0,Midseason-Late,Tetraploid,Dormant,Diurnal,,,T1-9,cream yellow with light apricot blush and ruffled gold edge,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/C/CANADIAN VICTORIA DAY.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=186123&name=Cool Yoga,Cool Yoga,Rice-JA,2018.0,30.0,6.0,Midseason,Diploid,Dormant,Extended,,,15-75,Purple with green throat blending to yellow.,(Dream Sequence × Blue Dolphin),https://daylilydatabase.org/AHSPhoto/C/CoolYoga_1518452786.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,"Dream Sequence,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=172483&name=Stella Kane,Stella Kane,Rice-JA,2013.0,32.0,6.5,Midseason,Tetraploid,Dormant,Diurnal,,,12-29,"pink bitone with yellow gold ruffles, teeth, tendrils and green throat",(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/S/STELLA KANE.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=201025&name=Cynthia Wadsworth,Cynthia Wadsworth,Rice-JA,2024.0,38.0,6.5,Midseason,Diploid,Dormant,Diurnal,,,20-135,"Violet with blue feathering around bright yellow extended throat on petals and sepals, lightly ruffled, reflexed petals.",(Blue Dolphin × Texas Feathered Fancy),https://daylilydatabase.org/AHSPhoto/C/Cynthia_Wadsworth_1711503396.jpeg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Texas Feathered Fancy,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=186125&name=Stellie Bom Bellie,Stellie Bom Bellie,Rice-JA,2018.0,32.0,6.0,Midseason,Diploid,Dormant,Extended,,,15-95,"Light salmon rose pink with undulating ruffles and green throat, early morning opener.",(Dream Sequence × sdlg),https://daylilydatabase.org/AHSPhoto/S/StellieBomBellie_1518452866.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,Dream Sequence
https://daylilydatabase.org/detail.php?id=169643&name=Vegas Vacation,Vegas Vacation,Rice-JA,2012.0,28.0,6.0,Midseason,Tetraploid,Dormant,Diurnal,,,D1-R4,salmon rose with frilly gold edge,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/V/VEGAS VACATION.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=193585&name=Warrior Goddess,Warrior Goddess,Rice-JA,2021.0,30.0,5.5,Midseason,Diploid,Semi-Evergreen,Diurnal,,,A J37,"Round and ruffled violet purple petals with 
pencil line platinum edges, lime green throat.",(Dream  Sequence × (sdlg x sdlg)),https://daylilydatabase.org/AHSPhoto/W/Warrior_Goddess_1617153105.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,"Sequence,Dream"
https://daylilydatabase.org/detail.php?id=178833&name=Trapeze Artist,Trapeze Artist,Rice-JA,2015.0,46.0,6.0,Midseason-Late,Diploid,Dormant,Diurnal,,,13-24,"deep burgundy purple, yellow eye, green throat and slight ruffles",(unknown × unknown),https://daylilydatabase.org/AHSPhoto/T/TRAPEZE ARTIST.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=178831&name=Malibu Moon,Malibu Moon,Rice-JA,2015.0,36.0,6.0,Late,Tetraploid,Dormant,Diurnal,,,13-51,very light peach orange with orange rose ruffled edge,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/M/MALIBU MOON.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=197484&name=Tsunami Ripples,Tsunami Ripples,Rice-JA,2022.0,28.0,7.5,Midseason-Late,Diploid,Semi-Evergreen,Diurnal,,,20-143,"Purple and violet purple edges on all segments, chartreuse to cream yellow throat, raised areas on top of petals are depressed on petal reverse, and raised areas on back of petals are depressed on front of petals.",(Color Melange × Cradle of Bethlehem),https://daylilydatabase.org/AHSPhoto/T/Tsunami_Ripples_1668013385.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Cradle of Bethlehem,Color Melange"
https://daylilydatabase.org/detail.php?id=173426&name=Looking Sharp,Looking Sharp,Rice-JA,2013.0,30.0,5.5,Midseason,Tetraploid,Dormant,Diurnal,,,12-55,light cream yellow with very toothy gold edge,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/L/LOOKING SHARP.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=169626&name=Jackie Canner,Jackie Canner,Rice-JA,2012.0,28.0,6.5,Early-Midseason,Tetraploid,Dormant,Diurnal,,,107,rich purple with violet watermark and pencil line violet edge with extended bloom,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/J/JACKIE CANNER.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=178832&name=Henry Clay,Henry Clay,Rice-JA,2015.0,29.0,5.0,Midseason-Late,Tetraploid,Dormant,Diurnal,,,12-25,"burgundy purple with violet purple eye, green throat and finely ruffled edge",(unknown × unknown),https://daylilydatabase.org/AHSPhoto/H/henryclay.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=197483&name=Hayden Scoot Miller,Hayden Scoot Miller,Rice-JA,2022.0,47.0,7.0,Early-Midseason,Diploid,Semi-Evergreen,Diurnal,,,18-20,Lavender pink with lime green throat and faint violet watermark.,(Purple Eclipse × Rose F. Kennedy),https://daylilydatabase.org/AHSPhoto/H/Hayden_Scoot_Miller_1668013215.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Rose F. Kennedy,Purple Eclipse"
https://daylilydatabase.org/detail.php?id=194825&name=Hazel Dougherty,Hazel Dougherty,Rice-JA,2021.0,34.0,6.0,Midseason,Diploid,Semi-Evergreen,Diurnal,,,AJ71,Violet lavender.,(Dream Sequence × Namaste),https://daylilydatabase.org/AHSPhoto/H/Hazel_Dougherty_1636330655.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Dream Sequence,Namaste"
https://daylilydatabase.org/detail.php?id=194827&name=I Only Have Eyes for You,I Only Have Eyes for You,Rice-JA,2021.0,32.0,5.5,Midseason,Diploid,Dormant,Diurnal,,,AJ145,Mauve purple with huge violet watermark.,(Cool Yoga × Blue Balloon),https://daylilydatabase.org/AHSPhoto/I/I_Only_Have_Eyes_for_You_1636330717.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Blue Balloon,Cool Yoga"
https://daylilydatabase.org/detail.php?id=194826&name=Ho-Ho-Kus,Ho-Ho-Kus,Rice-JA,2021.0,36.0,6.0,Midseason,Diploid,Semi-Evergreen,Diurnal,,,AJ26,Mauve purple with chalky violet watermark.,(Purple Eclipse × Rose F. Kennedy),https://daylilydatabase.org/AHSPhoto/H/Ho-Ho-Kus_1636330688.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Rose F. Kennedy,Purple Eclipse"
https://daylilydatabase.org/detail.php?id=193582&name=Himalayan Pink,Himalayan Pink,Rice-JA,2021.0,40.0,8.0,Early-Midseason,Diploid,Semi-Evergreen,Diurnal,,,A J92,Soft pink bitone.,(Blue Dolphin × Wedding Cantata),https://daylilydatabase.org/AHSPhoto/H/Himalayan_Pink_1617152894.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Wedding Cantata,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=186058&name=Hot Yoga,Hot Yoga,Rice-JA,2019.0,36.0,5.5,Midseason,Diploid,Dormant,Extended,,,4699,Simmering ruffled red with green throat and light yellow watermark.,(Dream Sequence × Starring Attraction),https://daylilydatabase.org/AHSPhoto/H/HotYoga_1550006851.JPG,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Starring Attraction,Dream Sequence"
https://daylilydatabase.org/detail.php?id=194831&name=Willie Graham,Willie Graham,Rice-JA,2021.0,38.0,7.0,Early-Midseason,Diploid,Semi-Evergreen,Diurnal,,,AJ58,"Purple, pink and chartreuse.",(Young Kitten × A World Away),https://daylilydatabase.org/AHSPhoto/W/Willie_Graham_1636330992.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Young Kitten,A World Away"
https://daylilydatabase.org/detail.php?id=188449&name=Greenwich Village,Greenwich Village,Rice-JA,2019.0,38.0,6.5,Midseason,Diploid,Dormant,Extended,,,9685,Violet lavender with green throat extending to yellow watermark.,(Blue Dolphin × Dream Sequence),https://daylilydatabase.org/AHSPhoto/G/GreenwichVillage_1550006691.JPG,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Dream Sequence,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=165767&name=Jules DeLambre,Jules DeLambre,Rice-JA,2011.0,40.0,5.0,Midseason-Late,Tetraploid,Dormant,Diurnal,,,10-57,light rosy orange with yellow teeth,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/J/JULES DELAMBRE.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=198278&name=Julie Marfell,Julie Marfell,Rice-JA,2023.0,34.0,5.0,Midseason-Late,Diploid,Dormant,Diurnal,,,R118,Lavender bitone with light violet halo.,(Dream Sequence × Young Kitten),https://daylilydatabase.org/AHSPhoto/J/Julie_Marfell_1675788067.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Dream Sequence,Young Kitten"
https://daylilydatabase.org/detail.php?id=194824&name=Enamored of You,Enamored of You,Rice-JA,2021.0,40.0,7.0,Midseason,Diploid,Semi-Evergreen,Diurnal,,,AJ134,Violet lavender.,(Blue Dolphin × Purple Eclipse),https://daylilydatabase.org/AHSPhoto/E/Enamored_of_You_1636330599.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Purple Eclipse,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=165772&name=Drink the Wind,Drink the Wind,Rice-JA,2011.0,34.0,6.0,Midseason,Tetraploid,Dormant,Diurnal,,,09-19,yellow with light beige rose infusions and fringy edge,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/D/DRINK THE WIND.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=167918&name=Blue Dolphin,Blue Dolphin,Rice-JA,2011.0,34.0,8.0,Midseason,Diploid,Dormant,Diurnal,,,S7A,lavender blue with a very waxy smooth substance,(Regency Heights × sdlg),https://daylilydatabase.org/AHSPhoto/B/BlueDolphin_Rice_PaulGellatly_1707841876.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,Regency Heights
https://daylilydatabase.org/detail.php?id=188451&name=Namaste,Namaste,Rice-JA,2019.0,30.0,5.5,Midseason,Diploid,Dormant,Extended,,,8493,Violet purple with huge green throat and chartreuse watermark.,(Blue Dolphin × Rose F. Kennedy),https://daylilydatabase.org/AHSPhoto/N/Namaste_1550006902.JPG,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,"Rose F. Kennedy,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=172832&name=Elizabeth Trotter,Elizabeth Trotter,Rice-JA,2013.0,30.0,7.25,Early-Midseason,Tetraploid,Semi-Evergreen,Diurnal,,,12-9,"large, flat, orange blend with darker orange picoteed edge and slight white midribs",(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/E/Elizabeth Trotter_1531791520.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=203430&name=Feral Girls,Feral Girls,Rice-JA-Byerley,2025.0,34.0,7.0,Midseason,Diploid,Semi-Evergreen,Diurnal,,,17-152,"Medium purple with large green to bright yellow throat, darker veining on petals, twisted stamens with dark purple ends, and ruffled, reflexed edges.",(Blue Dolphin × Texas Feathered Fancy),https://daylilydatabase.org/AHSPhoto/F/Feral_Girls_1745874364.jpeg,Unknown,,None,,,0,,,,,,"Texas Feathered Fancy,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=165771&name=Bedouin Princess,Bedouin Princess,Rice-JA,2011.0,32.0,6.0,Midseason-Late,Diploid,Dormant,Diurnal,,,09-119,rose and green,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/B/BEDOUIN PRINCESS.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=167917&name=Best for Last,Best for Last,Rice-JA,2011.0,35.0,6.0,Late,Tetraploid,Dormant,Diurnal,,,09-129,matte pink with darker halo and yellow gold edge,(sdlg × sdlg),,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=172480&name=Greg Trotter,Greg Trotter,Rice-JA,2013.0,30.0,4.75,Midseason,Tetraploid,Semi-Evergreen,Diurnal,,,12-10,dark round purple with white gold toothy edge with green throat,(sdlg × sdlg),,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=187870&name=Flamingos on Ice,Flamingos on Ice,Reeder,2019.0,34.0,6.0,Midseason,Diploid,Semi-Evergreen,Diurnal,14.0,3.0,BEGNG17,Pale pink lavender with darker rose lavender edge on petals above chartreuse to grass green throat.,(Beautiful Edgings × Got No Goat),https://daylilydatabase.org/AHSPhoto/F/FlamingosonIce_1542754228.JPG,Fragrant,Unusual FormCrispate,None,,,1,10.0,Brian Reeder,London,KY,United States,"Beautiful Edgings,Got No Goat"
https://daylilydatabase.org/detail.php?id=180195&name=Vorlon Revelation,Vorlon Revelation,Reeder,2016.0,50.0,9.0,Early-Midseason,Diploid,Semi-Evergreen,Diurnal,33.0,4.0,HTWUT12,"bud building, clear cream with rose band, extending rose veins slightly up into the petal above chartreuse to green throat, doubles twenty-five percent",(How's the Weather Up There × unknown),https://daylilydatabase.org/AHSPhoto/V/VORLON REVELATION.jpg,Very Fragrant,Unusual FormCrispate-Cascade,None,,,1,10.0,Brian Reeder,London,KY,United States,How's the Weather Up There
https://daylilydatabase.org/detail.php?id=200417&name=Vorlon Empire,Vorlon Empire,Reeder,2024.0,26.0,5.5,Midseason-Late,Diploid,Dormant,Diurnal,15.0,3.0,VESLF 4,"Deep burgundy purple with a bluish wash darker at petal edges, dark purple eye radiating into glowing green to gold throat.",(Vorlon Encounter Suit × Lavender Feathers),https://daylilydatabase.org/AHSPhoto/V/Vorlon_Empire_1704230850.jpg,Fragrant,Unusual FormCrispate,None,,,0,10.0,Brian Reeder,London,KY,United States,"Vorlon Encounter Suit,Lavender Feathers"
https://daylilydatabase.org/detail.php?id=177954&name=Substantial Returns,Substantial Returns,Reeder,2016.0,24.0,4.0,Early-Midseason,Diploid,Dormant,Extended,10.0,2.0,STSE9,"very open flat flower, bright cantaloupe melon, color intensifying toward the center of the petals and sepals and becoming darker toward the small army green throat with rich cantaloupe stamens and pistil, strong rebloom",(Stella De Oro × Substantial Evidence),https://daylilydatabase.org/AHSPhoto/S/SUBSTANTIAL RETURNS.jpg,Fragrant,Unusual FormSpatulate,None,,,1,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Stella De Oro"
https://daylilydatabase.org/detail.php?id=181857&name=Feathered Dragon,Feathered Dragon,Reeder,2020.0,28.0,6.5,Midseason,Diploid,Dormant,Diurnal,25.0,5.0,TFFTCLF19,"Medium lavender with blue lavender eye above green throat becoming chartreuse as it merges into eye, cristation green to chartreuse with very bluish tips.",((Texas Feathered Fancy x Tanimbar Cockatoo) × Lavender Feathers),https://daylilydatabase.org/AHSPhoto/F/FeatheredDragon_1574198979.jpg,Unknown,Unusual FormCrispate,None,Cristated,,1,10.0,Brian Reeder,London,KY,United States,"Texas Feathered Fancy,Tanimbar Cockatoo,Lavender Feathers"
https://daylilydatabase.org/detail.php?id=190154&name=Feathered Flamingo,Feathered Flamingo,Reeder,2020.0,29.0,6.0,Midseason,Diploid,Dormant,Diurnal,9.0,2.0,TFFTCLF23,"Ruffled light pink with lighter, near white midribs above green to chartreuse throat, chartreuse cristation with pink tips.",((Texas Feathered Fancy x Tanimbar Cockatoo) × Lavender Feathers),https://daylilydatabase.org/AHSPhoto/F/FeatheredFlamingo_1574199041.jpg,Unknown,Unusual FormCrispate,None,Cristated,,0,10.0,Brian Reeder,London,KY,United States,"Texas Feathered Fancy,Tanimbar Cockatoo,Lavender Feathers"
https://daylilydatabase.org/detail.php?id=200403&name=Aladdin Sane,Aladdin Sane,Reeder,2024.0,31.0,7.0,Early-Midseason,Diploid,Semi-Evergreen,Extended,13.0,3.0,MMCSPZPG 13,"Pale orchid pink petals and a wide, radiating raspberry eye above a wide green throat with radiating pale orchid pink midribs from the throat.",(Misty Mountains Cold × (Substantial Princess x Ziggy Played Guitar)),https://daylilydatabase.org/AHSPhoto/A/Aladdin_Sane_1704229521.jpg,Fragrant,Unusual FormCrispate,None,,,1,10.0,Brian Reeder,London,KY,United States,"Misty Mountains Cold,Substantial Princess,Ziggy Played Guitar"
https://daylilydatabase.org/detail.php?id=180537&name=Wabi Sabi,Wabi Sabi,Reeder,2019.0,40.0,12.0,Midseason,Diploid,Dormant,Extended,12.0,3.0,SMSE2,"Sandstone petals and slightly paler sepals with lavender rose overlay above huge, lettuce green throat fading into chartreuse.",(Spider Miracle × Substantial Evidence),https://daylilydatabase.org/AHSPhoto/W/WabiSabi_1542756584.jpg,Fragrant,Unusual FormCascade-Spatulate,None,,,0,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Spider Miracle"
https://daylilydatabase.org/detail.php?id=185808&name=Ziggy Played Guitar,Ziggy Played Guitar,Reeder,2018.0,42.0,8.0,Early-Midseason,Diploid,Semi-Evergreen,Diurnal,17.0,3.0,GWLM3,"Grape purple petals and sepals with dark purple eye above green to chartreuse throat, transitioning into white to bluish white rays radiating into the eye and the white midribs, with narrow white to bluish white edges on petals and sepals.",(Grey Witch × Lily Munster),https://daylilydatabase.org/AHSPhoto/Z/ZiggyPlayedGuitar_1515107275.JPG,Fragrant,Unusual FormCascade,None,,,1,10.0,Brian Reeder,London,KY,United States,"Lily Munster,Grey Witch"
https://daylilydatabase.org/detail.php?id=202578&name=Leaping Screaming,Leaping Screaming,Reeder,2025.0,27.0,5.0,Midseason-Late,Diploid,Dormant,Diurnal,14.0,3.0,JOLF14,"Purple with lavender watermark above green to chartreuse throat, with quilled sepals.",(Jocelyn’s Oddity × Lavender Feathers),https://daylilydatabase.org/AHSPhoto/L/Leaping_Screaming_1733163317.jpg,Unknown,Unusual FormCrispate,None,,,1,10.0,Brian Reeder,London,KY,United States,"Lavender Feathers,Jocelyn,Oddity"
https://daylilydatabase.org/detail.php?id=200409&name=Eternal Mist,Eternal Mist,Reeder,2024.0,26.0,3.0,Early-Midseason,Diploid,Dormant,Diurnal,17.0,4.0,EHPTMMC 7,Cream petals above peach throat.,((Endless Heart x Purple Termite) × Misty Mountains Cold),https://daylilydatabase.org/AHSPhoto/E/Eternal_Mist_1704229812.jpg,Fragrant,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Misty Mountains Cold,Purple Termite,Endless Heart"
https://daylilydatabase.org/detail.php?id=194667&name=Color of the Heart,Color of the Heart,Reeder,2021.0,28.0,5.0,Midseason-Late,Diploid,Dormant,Diurnal,18.0,3.0,HLBPOI121,"Baby pink bitone, darker petals with paler edge, sepals are lighter tone of baby pink, green to warm golden throat.",(Hush Little Baby × Pigment of Imagination),https://daylilydatabase.org/AHSPhoto/C/Color_of_the_Heart_1634747171.jpg,Fragrant,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Pigment of Imagination,Hush Little Baby"
https://daylilydatabase.org/detail.php?id=187868&name=Contemplation of Chaos,Contemplation of Chaos,Reeder,2019.0,38.0,6.5,Midseason,Diploid,Semi-Evergreen,Diurnal,16.0,3.0,JSEOC74,Clear medium purple above green to chartreuse throat.,(Joan Senior × Edge of Chaos),https://daylilydatabase.org/AHSPhoto/C/ContemplationofChaos_1542753800.jpg,Fragrant,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Edge of Chaos,Joan Senior"
https://daylilydatabase.org/detail.php?id=194673&name=Explosion of Substance,Explosion of Substance,Reeder,2021.0,34.0,5.0,Midseason-Late,Tetraploid,Dormant,Extended,27.0,4.0,KCSLCTSE17,"Starts bright yellow, fades to cream and gold, very heavy substance.",(Kona Coast × sdlg),https://daylilydatabase.org/AHSPhoto/E/Explosion_of_Substance_1634747937.jpg,Fragrant,,None,,,1,10.0,Brian Reeder,London,KY,United States,Kona Coast
